Companies,URL,Description,Industry,Latest Funding Round,Latest Funding Date,Total Funding,All Investors,Latest Valuation,Latest Funding Amount,Exit Round,Exit Date,Acquirers,Mosaic (Overall),Date Added,Country,Applications,Text,Speech & audio,Code,Visual media
EleutherAI,eleuther.ai,"EleutherAI is a nonprofit research lab focused on the interpretability, alignment, and ethics of artificial intelligence. It provides access to AI technologies by training and releasing models and promoting open science norms in Natural Language Processing. The lab was founded in 2020 and is based in Washington,  District of Columbia.",Generative AI infrastructure,,,,,,,,,,,2023/10/04,United States,Foundational models & APIs,x,,,
Pinscreen,pinscreen.com,"Pinscreen develops technology for digital communication and online human interactions. It offers user-generated virtual assistants and personalized three-dimensional (3D) virtual images. The company was founded in 2015 and is based in Los Angeles, California.",Horizontal applications,Incubator/Accelerator,2020/08/27,1.8,"Colopl, Lux Capital, SBVA, Plug and Play Accelerator",13.01,,,,,260,2023/10/04,United States,Enterprise AI avatars,,,,x
HeyGen,heygen.com,"HeyGen engages in video production, specifically in the domain of artificial intelligence. It offers a platform that allows users to generate professional videos using AI-generated avatars and voices, eliminating the need for expensive equipment and complex editing tools. HeyGen was formerly known as Surreal AI and Movio.la. The company was founded in 2020 and is based in Los Angeles, California.",Horizontal applications,Seed VC - III,2023/11/29,5.6,"HongShan, ZhenFund, IDG Capital, Conviction Partners",75,5.6,,,,740,2023/10/04,United States,Enterprise AI avatars,,,,x
UneeQ,digitalhumans.com,"UneeQ provides an intelligent digital human platform making digital conversations more human. UneeQ enables companies to reimagine the customer experience through a conversational artificial intelligence (AI) platform designed around leveraging the 'human touch' to create better customer experiences. UneeQ was formerly known as FaceMe. The company was founded in 2009 and is based in Austin, Texas.",Horizontal applications,Incubator/Accelerator,2023/10/16,10,"Alium Capital, ICE Angels, NZ Growth Capital Partners, Richard Socher, Sir Stephen Tindall, Comcast NBCUniversal LIFT Labs Generative AI Accelerator",50,,,,,440,2023/10/04,United States,Enterprise AI avatars,,,,x
The AI Foundation,aifoundation.com,"The AI Foundation democratizes and decentralizes artificial intelligence. It combines human moderation and machine to build artificial intelligence (AI) interfaces and creative applications that unlock ways for people to do more. The company was founded in 2017 and is based in San Francisco, California.",Horizontal applications,Series B,2020/07/30,27,"Abstract Ventures, Biz Stone, Endeavor, Founders Fund, The Brandtech Group, Alpha Edison, Mousse Partners",62,17,,,,480,2023/10/04,United States,Enterprise AI avatars,,,,x
Rephrase.ai,rephrase.ai,"Rephrase.ai creates videos with text as inputs, using artificial intelligence (AI). It offers generative artificial intelligence, facial mapping, audio cloning, and video creation for personal messaging campaigns. The company uses cloning avatars of celebrities and influencers for brand promotions. It was founded in 2019 and is based in San Francisco, California. In November 2023, Rephrase.ai was acquired by Adobe.",Horizontal applications,Incubator/Accelerator - II,2023/06/01,13.92,"Techstars Bangalore Accelerator, Lowe's Innovation Labs - Construct, AV8 Ventures, Lightspeed Venture Partners, 8VC, Red Ventures, Silver Lake, Comcast NBCUniversal LIFT Labs Generative AI Accelerator, Adobe",,,Acquired,2023/11/22,Adobe,,2023/10/04,United States,Enterprise AI avatars,,,,x
D-ID,d-id.com,"D-ID provides artificial intelligence (AI) and video creation solutions. The company offers services that transform photos into (AI) video presenters, and create talking avatars using generative AI. It was founded in 2017 and is based in Wilmington, Delaware.",Horizontal applications,Series B,2022/03/22,42.62,"Y Combinator, Foundation Capital, Maverick Ventures Israel, Pegasus Tech Ventures, Pitango Venture Capital, AI Alliance, AXA Venture Partners, Hyundai Motor Company, Mindset Ventures, Omron Ventures, REDDS Capital, Macquarie Capital, Marubeni, Maverick Capital, NTT Finance, OIF Ventures, OurCrowd First",,25,,,,720,2023/10/04,United States,Enterprise AI avatars,,,,x
Pulze.ai,pulze.ai,"Pulze.ai integrates artificial intelligence into the workforce, operating within the technology and artificial intelligence domain. The company offers a platform that allows businesses to utilize large language models (LLMs) and incorporate artificial intelligence features into their applications, providing advanced routing and optimization tools for large language model interactions. It primarily serves the technology industry. The company was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Incubator/Accelerator,2024/04/04,,"468 Capital, Plug and Play Silicon Valley summit",,,,,,420,2024/02/21,United States,Developer tools,,,,
Sublayer,sublayer.com,"Sublayer specializes in generative AI for software development, operating within the technology sector. The company offers an open-source AI assistant that generates code, a Rubygem for creating command line commands from natural language, and a Ruby framework for building applications with Generative AI. These tools are designed to enhance the productivity of developers by automating parts of the coding process. It was founded in 2022 and is based in New York, New York.",Horizontal applications,Convertible Note,2022/06/13,0.15,Entrepreneurs Roundtable Accelerator,,0.15,,,,400,2024/02/21,United States,Developer tools,,,x,
NuMind,numind.ai,"NuMind provides software tools allowing software engineers and data scientists to create custom natural language processing (NLP) models. It specializes in language models, automatic machine learning, multilingual, intuitive labeling interface, and live performance report. The company was founded in 2022 and is based in Cambridge, Massachusetts.",Horizontal applications,Seed VC - II,2023/03/30,4.5,"Pioneer Fund, Flybridge Capital Partners, Y Combinator, Big Bets, Carya Venture Partners, Sharpstone Capital, Velocity Ventures",,3,,,,540,2024/02/21,United States,Developer tools,,,,
Flip AI,flip.ai,"Flip AI specializes in development (Dev) and operations (Ops) and artificial intelligence in the technology domain. The company offers a proprietary large language model (LLM) that rationalizes observability data to aid in debugging and restoring software and systems. It primarily serves the enterprise technology sector with solutions that help in software performance and incident management. The company was founded in 2021 and is based in San Francisco, California.",Horizontal applications,Incubator/Accelerator,2024/04/04,6.5,"FactoryHQ, GTM Capital, Morgan Stanley Investment Management, Plug and Play Silicon Valley summit",19.54,,,,,650,2024/02/21,United States,Developer tools,,,,
Leo AI,getleo.ai,"Leo AI provides a generative artificial intelligence engineering design platform. The company offers a generative AI platform that transforms text, sketches, specifications, and computer-aided design (CAD) constraints into optimized, full-assembly three-dimensional CAD models, enabling engineers and designers to design mechanical products. It primarily serves the engineering and design sectors. The company was founded in 2023 and is based in Cambridge, Massachusetts.",Horizontal applications,Pre-Seed,2022/01/01,,TechAviv,,,,,,460,2024/02/21,United States,Developer tools,,,,
Autoblocks,autoblocks.ai,"Autoblocks is a cloud-based platform specializing in the AI product development sector, providing tools for teams to test, monitor, and improve AI-powered products. The company offers a suite of services including testing and evaluation, monitoring with guardrails, debugging, analytics, prompt management, and context engineering, all designed to enhance the AI product development process. Autoblocks serves various sectors, including consumer, enterprise, and healthcare industries, by offering adaptable and collaborative tools for product teams. It was founded in 2023 and is based in Chicago, Illinois.",Horizontal applications,Seed VC,2023/04/05,,,10,,,,,380,2024/02/22,United States,Developer tools,,,,
Galileo AI,usegalileo.ai,"Galileo AI specializes in the application of generative AI for the creation of user interfaces within the tech industry. The company's technology enables the transformation of natural language descriptions into UI designs. This innovation serves to streamline the UI design workflow, making it accessible to a broader range of creators. It was founded in 2022 and is based in San Francisco, California.",Horizontal applications,Seed VC,2024/02/06,4.4,"South Park Commons, Anisha Jain, Dan Becker, David Hoang, Howie Liu, Joel Hellermark, Julie Zhuo, Khosla Ventures, Matt Robinson",,4.4,,,,690,2023/10/04,United States,Design tools,,,,x
Nexusflow,nexusflow.ai,"Nexusflow is a company that focuses on cybersecurity, specifically in the domain of artificial intelligence. It offers a product known as the 'Generative AI Cybersecurity Copilot', which translates user instructions into executable code to operate security software, synthesizes fragmented data from various sources to aid decision-making, and can be instructed in plain English to operate evolving security tools. It primarily sells to the cybersecurity industry. The company was founded in 2023 and is based in Palo Alto, California.",Horizontal applications,Seed VC,2023/09/28,10.6,"Fusion Fund, Point72 Ventures",,10.6,,,,530,2023/10/12,United States,Cybersecurity,,,,
Jericho Security,jerichosecurity.com,"Jericho Security specializes in artificial intelligence-powered cyber security training for various domains. The company offers training programs designed to educate employees on defending against cyber attacks using its proprietary generative AI technology, CyberGPT. It primarily serves sectors that handle sensitive data, such as governments, healthcare, insurance, and charities. The company was founded in 2023 and is based in New York, New York.",Horizontal applications,Incubator/Accelerator,2024/04/04,5,"Alcove, Alumni Ventures, Asymmetric, Contrary, Era, FoundersX Ventures, Lux Capital, MetaLabs, Textbook, ThornTree Capital Partners, Plug and Play Silicon Valley summit",,,,,,660,2023/10/12,United States,Cybersecurity,,,,
Shiboleth,shiboleth.ai,"Shiboleth focuses on fraud detection and monitoring solutions. It offers services that detect and monitor audio frauds, including deepfake and voice clone threats, scam calls, and fraudulent calls, using generative AI and deep learning technologies. The company primarily serves sectors that require secure and trustworthy audio communication. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/01/19,0.5,Y Combinator,,0.5,,,,540,2024/02/08,United States,Cybersecurity,,,,
Wraithwatch,wraithwatch.com,"Wraithwatch focuses on cybersecurity, operating within the technology and defense sectors. The company's main offerings include the development of defense systems against cyber weapons, with a proactive approach to understanding and countering novel and emerging cyber-attacks. Wraithwatch primarily serves the defense and technology industries. It was founded in 2023 and is based in Bozeman, Montana.",Horizontal applications,Seed VC,2023/11/02,8,"Founders Fund, Human Capital, XYZ Ventures",35.98,8,,,,700,2024/02/16,United States,Cybersecurity,,,,
System Two Security,systemtwosecurity.com,"System Two Security specializes in generative AI-powered threat hunting and auto-investigation within the cybersecurity industry. The company provides services that utilize advanced generative AI to profile, detect, and contain new cyber threats for enterprise security operations centers (SOCs) and managed security service providers. Its technology abstracts threat hunting into generative graph traversals, leveraging large language models (LLMs) to identify and respond to emerging threat patterns. It was founded in 2023 and is based in Palo Alto, California.",Horizontal applications,,,,The Hive,,,,,,,2024/02/21,United States,Cybersecurity,,,,
Cape Privacy,capeprivacy.com,"Cape Privacy is a company focused on data privacy in the technology sector. The company offers services that encrypt documents and redact sensitive data, allowing users to utilize large language models while maintaining their privacy. Their primary customers are developers and individuals who require secure data handling when using large language models. It was founded in 2018 and is based in New York, New York.",Horizontal applications,Series A,2021/04/20,25.06,"BOLDstart Ventures, Radical Ventures, Faktory Ventures, Haystack Fund, Version One Ventures, Ben Porterfield, Downing Lane, Evolution Equity Partners, Fred Ehrsam, Jevon MacDonald, Keenan Rice, Ridgeline Partners, Sand Hill East Ventures, Tiger Global Management, Tokyo Black, Tom Noonan",,20,,,,500,2024/02/21,United States,Cybersecurity,,,,
Reken,reken.ai,"Reken focuses on developing a new type of AI platform aimed at protecting against generative AI threats within the technology sector. The company offers products that provide security solutions to identify and mitigate risks associated with generative AI.  It was founded in 2024 and is based in San Francisco, California.",Horizontal applications,Seed VC,2024/01/31,10,"FPV Ventures, Fika Ventures, Firebolt Ventures, Greycroft, Homebrew, Jazz Venture Partners, Obvious Ventures, Omega Venture Partners, Sequoia Capital",35.55,10,,,,740,2024/02/21,United States,Cybersecurity,,,,
Sec3,sec3.dev,"Sec3 is a security and research firm specializing in the blockchain sector. The company provides audits and security software for Web3 projects, including real-time transaction monitoring, vulnerability scanning, and the development of Web3 applications using an open-source Large Language Model. Its services primarily cater to the blockchain and cryptocurrency industries. It was founded in 2019 and is based in College Station, Texas.",Horizontal applications,Seed VC,2023/02/01,10,"Anatoly Yakovenko, Essence VC Fund, Multicoin Capital, Sanctor Capital, Sanctor Turbo, Santiago Santos",,10,,,,630,2024/02/21,United States,Cybersecurity,,,,
Inkeep AI,inkeep.com,"Inkeep AI provides a conversational search for developer-focused companies. It automatically indexes all of a developer tool company’s content with zero effort required. It offers a search bar for documents, a chat widget for applications or landing pages, slack or discord bot for the community. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Pre-Seed,2023/04/01,0.5,"Y Combinator, Coho Deeptech",,,,,,370,2023/10/04,United States,Customer support. Search; chatbot.,x,,,
Uniphore,uniphore.com,"Uniphore operates as an enterprise artificial intelligence (AI) and focuses on customer and employee experiences. The company offers various products such as conversational AI, emotion AI, generative AI, and workflow automation for interactions and processes. It caters to industries such as banking, healthcare, telecom, and more. The company was founded in 2008 and is based in Palo Alto, California.",Horizontal applications,Incubator/Accelerator - II,2022/10/26,626.63,"NVIDIA Inception Program, Ray Stata, Indian Angel Network, YourNest, Chiratae Ventures, Kris Gopalakrishnan, Stata Venture Partners, CATALYST Startup Accelerator, LumenLab, IIFL Finance, JC2 Ventures, Intuitive.VC, March Capital, National Grid Partners, Patni, Sistema Asia Fund, The CXO Fund, ITP, Iron Pillar, Patni Family, B. Riley Venture Capital, BAM Elevate, Cisco Investments, Sanabil Investments, Serena Capital, Sistema Capital, Sorenson Capital, New Enterprise Associates, AWS ISV Accelerate Program",2500,,Shareholder Liquidity,2020/06/26,,810,2024/02/16,United States,Customer support. Sales email & outreach.,x,,,
Forethought,forethought.ai,"Forethought uses artificial intelligence (AI) to help with customer service. It assists customer support employees with triaging tickets, finding answers to common issues, training new hires, and streamlining the entire support ticket lifecycle on one generative AI platform. The company was founded in 2017 and is based in San Francisco, California.",Horizontal applications,Series C,2021/12/15,91.75,"South Park Commons, 8VC, Octave, TechCrunch Disrupt, Alexa von Tobel, K9 Ventures, Mathilde Collin, New Enterprise Associates, Village Global, Vlad Tenev, Geodesic Capital, James Todd Smith, Kelvin Beachum Jr, NEO Capital, Operator Collective, Original Capital, Ryan Smith, Sean Combs, Sound Ventures, Adrienne Harris, Andy Coravos, Baron Davis, Christopher Manning, Cleo Capital, Collaborative Fund, Daniel Nadler, Frontline Ventures, Gwyneth Paltrow, Jason Boehmig, Robert Downey Jr., Spearhead, Steadfast Capital, Taylor Greene, Trevor McFedries",428.37,65,,,,670,2023/10/04,United States,Customer support,x,,,
Sapling Intelligence,sapling.ai,"Sapling Intelligence is a technology company that operates in the artificial intelligence and customer service sectors. The company offers a language model copilot that integrates with customer relationship management systems and messaging platforms, providing real-time suggestions to help customer-facing teams compose personalized responses more efficiently. Sapling primarily serves the customer service industry. It was founded in 2018 and is based in San Francisco, California.",Horizontal applications,Seed,2019/03/19,0.15,Y Combinator,,0.15,,,,170,2023/10/04,United States,Customer support,x,,,
Verneek,verneek.com,"Verneek is a full-stack deep tech AI company focused on providing enterprise-grade, domain-general AI platforms for search and discovery. Their main offerings include a conversational search and discovery AI that incorporates domain expertise to assist businesses in various sectors. The company primarily caters to the retail and consumer packaged goods industries with AI solutions that enhance decision-making and customer experiences. It was founded in 2021 and is based in New York, New York.",Horizontal applications,Pre-Seed,2023/03/22,4.5,,,4.5,,,,580,2023/10/04,United States,Customer support,x,,,
Quickchat AI,quickchat.ai,"Quickchat AI provides a platform that enables businesses to create and deploy custom AI Assistants tailored to their needs. It primarily focuses on customer support and lead-generation applications, while also offering development services for advanced conversational AI solutions for enterprises. It is based in Wilmington, Delaware.",Horizontal applications,,,,,,,,,,410,2023/10/04,United States,Customer support,x,,,
Thankful,thankful.ai,"Thankful provides generative artificial intelligence (AI) and no-code automation solutions. It offers multichannel customer service automation and Customer satisfaction (CSAT) business intelligence solutions. The company was founded in 2016 and is based in Venice, California. In July 2023, Thankful was acquired by Gladly.",Horizontal applications,Series A,2021/09/27,12,"Bonfire Ventures, Alpha Edison, Greycroft, Miramar Digital Ventures, Omega Capital, TenOneTen Ventures, Gladly",33.02,12,Acquired,2023/07/13,Gladly,,2023/10/04,United States,Customer support,x,,,
NLX,nlx.ai,"NLX specializes in conversational AI within the customer experience automation sector. The company offers a no-code platform, conversations by NLX, which enables the creation, management, and analysis of automated multimodal conversations across various channels. NLX primarily serves enterprises looking for customer service with analytics and deployment capabilities. It was founded in 2018 and is based in New York, New York.",Horizontal applications,Series A,2024/02/22,21.6,"Plug and Play Accelerator, Aquila Capital Partners, Flying Fish Venture Partners, JetBlue Technology Ventures, Sage Venture Partners, IAG Capital Partners, Comcast NBCUniversal LIFT Labs Generative AI Accelerator, Cercano Management, Comcast Ventures, H/L Ventures, Tech Square Ventures, Thayer Ventures",,12,,,,770,2023/10/12,United States,Customer support,x,,,
Gleen,gleen.ai,"Gleen is a generative AI chatbot. It provides customer support, artificial intelligence, discord, telegram, chatbot, open, zen desk, Freshdesk, intercom, generative AI, chatbots, customer success, and customer service. The company was founded in 2022 and is based in Pleasanton, California.",Horizontal applications,Seed VC,2023/09/05,4.9,"6th Man Ventures, Anatoly Yakovenko, CoinShares Ventures, ISM Angel, Mike Derezin, Slow Ventures, South Park Commons, Spartan Group, Will Papper",21.11,4.9,,,,610,2023/10/12,United States,Customer support,x,,,
Markprompt,markprompt.com,"Markprompt focuses on providing artificial intelligence (AI) solutions for customer support in the technology sector. The company offers services that automate customer support, generate expert responses based on past resolved cases, and provide customer insights to help businesses understand their customers better and deliver exceptional user experiences. The company primarily sells to the customer service industry. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/01/19,0.5,"base case capital, Y Combinator",,0.5,,,,510,2024/02/08,United States,Customer support,x,,,
Toma,toma.so,"Toma focuses on artificial intelligence (AI) solutions. Its main service involves handling customer and sales calls for businesses using AI technology. It was founded in 2023 and is based in New York, New York.",Horizontal applications,Convertible Note,2024/01/19,0.5,Y Combinator,,0.5,,,,490,2024/02/08,United States,Customer support,,x,,
Centralize,usecentralize.com,"Centralize focuses on developing a 360° conversation intelligence platform for business-to-business (B2B) teams. The company's main offering is an all-in-one dashboard that helps Go-To-Market (GTM) teams understand customer conversations through a single pane. The platform serves as a tool for businesses to analyze and gain insights from their customer interactions. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/01/19,0.5,Y Combinator,,0.5,,,,490,2024/02/08,United States,Customer support,x,,,
HiOperator,hioperator.com,"HiOperator is a company that focuses on providing AI-enhanced customer service solutions in the customer service industry. The company offers a fully automated customer support engine that uses generative AI to provide personalized and effective responses to customer inquiries. HiOperator primarily serves sectors such as retail and e-commerce, media, entertainment and gaming, travel and transportation, and health tech. It was founded in 2016 and is based in San Francisco, California.",Horizontal applications,Seed - II,2021/09/06,0.62,"Y Combinator, 43North, HearstLab",,,,,,410,2024/02/21,United States,Customer support,,,,
Alltius,alltius.ai,"Alltius is an AI( Artificial intelligence) company. It develops GenAI Assistant “KNO” capable of multiple skills and trainable on diverse data sources, enabling enterprises to achieve specific objectives. It helps and guides users in their product journeys. Alltius was founded in 2022 and is based in Irvine, California.",Horizontal applications,Pre-Seed,2023/05/30,2.4,"Amit Gupta, Ashish Gupta, Bharat Founders Fund, Binny Bansal, Blume Ventures, Deepak Garg, Eximius Ventures, Gaurav Kumar, Gemba Capital, Kartik Hosanagar, NEON, PeerCheque, Rahul Kumar, Serguei Netessine, Shastra VC, Stellaris Venture Partners, TiE SoCal Angels, Wharton Alumni Angels, Z5 Capital",,2.4,,,,520,2024/02/21,United States,Customer support,,,,
VAO Labs,vao.world,"VAO Labs operates as a software-as-a-service (SaaS) platform offering conversational artificial intelligence (AI) for enterprises. It builds art-generative AI, vision AI, regressive AI, and more. The company was founded in 2022 and is based in San Francisco, California.",Horizontal applications,Incubator/Accelerator,2023/07/26,,MassChallenge U.S.,,,,,,360,2024/02/22,United States,Customer support,,,,
Monterey,monterey.ai,"Monterey develops an artificial intelligence-powered insights platform focused on aggregating and analyzing user feedback across various channels within the technology domain. The company offers services that include the aggregation, triage, and analysis of user feedback, tickets, conversations, surveys, and transcripts to provide quantifiable insights and identify growth opportunities. It primarily serves corporate product groups, enabling them to develop, evaluate, deploy, and maintain AI solutions at scale. The company was founded in 2022 and is based in Dublin, California.",Horizontal applications,Incubator/Accelerator - II,2024/04/04,3.26,"Soma Capital, Alumni Ventures, Pioneer Fund, Y Combinator, Comcast NBCUniversal LIFT Labs Generative AI Accelerator, Plug and Play Silicon Valley summit",,,,,,530,2023/10/12,United States,Customer feedback management,x,,,
Humane,humane.com,"Humane focuses on developing artificial intelligence wearables. Its main product is a wearable AI device that allows for screen-free, hands-free, and app-free interaction with technology. The device is designed for consumers seeking an alternative way to engage with AI technology without the need for traditional screens or devices. It was founded in 2018 and is based in San Francisco, California.",Horizontal applications,Corporate Minority,2024/02/27,242,"Microsoft, Kindred Ventures, Lachy Groom, Marc Benioff, Plexo Capital, Sam Altman, Valia Ventures, Bond, Forerunner Ventures, NEXT VENTURES, Qualcomm Ventures, SoftBank, TIME Ventures, Tiger Global Management, Wilson Sonsini Goodrich & Rosati, FOG Ventures, Hico Capital, Hudson Bay Capital Management, LG Technology Ventures, M12, Salesforce Ventures, Socium Ventures, Top Tier Capital Partners, Volvo Cars Tech Fund, SK Telecom",984,,,,,820,2024/02/16,United States,Consumer wearables,x,,,
Rewind,rewind.ai,"Rewind is a company that focuses on personalized artificial intelligence in the technology sector. The company offers an AI service that captures, transcribes, and stores user's data locally, providing a tool for tasks such as summarizing meetings, drafting emails, and retrieving lost information. Rewind Pendant is a wearable that captures what people say and hear in the real world and then transcribes, encrypts, and stores it entirely locally on the pendant owner's phone. The primary sectors Rewind caters to include professionals seeking productivity enhancement and individuals requiring assistance with organization and memory. Rewind was formerly known as Scribe AI. It was founded in 2020 and is based in Denver, Colorado.",Horizontal applications,Series A,2023/05/09,27,"Andreessen Horowitz, First Round Capital, NEA Partners",350,17,,,,720,2024/02/16,United States,Consumer wearables,x,,,
Tab,mytab.ai,"Tab focuses on the wearable technology sector. Its main product is a wearable AI companion, designed to assist users in their daily lives. It was founded in 2023 and is based in Cambridge, Massachusetts.",Horizontal applications,Seed VC,2024/01/10,2.15,"Anatoly Yakovenko, Aravind Srinivas, Caffeinated Capital, Cory Levy, Guillermo Rauch, Raj Gokal, Rief Ventures, Shawn Wang",20,1.9,,,,590,2024/02/16,United States,Consumer wearables,x,,,
rabbit,rabbit.tech,"rabbit operates as an artificial intelligence company in the technology sector. The company's main offerings include a personalized operating system and key technologies that enhance the speed of multimedia language model applications. rabbit primarily serves the technology industry. rabbit was formerly known as Cyber Manufacture. It was founded in 2021 and is based in Los Angeles, California.",Horizontal applications,Series B,2024/03/14,64.7,"A&T Capital, Artist Capital, Collab+Currency, Future Money, J17 Capital, Lattice Capital, Sfermion, Shima Capital, Synergis Capital, Vera Li, Kakao Investment, Khosla Ventures",,28.7,,,,890,2024/02/20,United States,Consumer wearables,,,,
Reface,hey.reface.ai,"Reface is a company specializing in AI-powered content creation tools within the technology sector. Its main offerings include an AI face swap app, image and video style transformation, and photo animation services, all designed to simplify and enhance the user experience in content creation. The company primarily serves the entertainment and content creation industries. It was founded in 2019 and is based in Middletown, Delaware.",Horizontal applications,Seed VC,2020/12/08,5.8,"Adam Leber, Andreessen Horowitz, Bryan Baum, David Hegalson, Deep Voodoo, Iikka Paananen, Josh Elman, Natalia Vodianova, Scooter Braun, Sriram Krishnan",,5.5,,,,390,2023/10/04,United States,Consumer social apps & tools,,,,x
Maia,ourmaia.com,"Maia focuses on enhancing romantic relationships through technology. The company offers an artificial intelligence (AI) powered relationship assistant that helps couples with scheduling date nights, resolving conflicts, and engaging in meaningful conversations. Maia's services are designed to support individuals in their relationships. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/04/04,0.5,Y Combinator,,0.5,,,,480,2024/02/08,United States,Consumer social apps & tools,x,,,
Alai,getalai.com,"Alai specializes in enhancing presentation creation through artificial intelligence (AI). The company offers an AI-powered add-on for Google Slides that assists users in generating and customizing presentations, as well as editing existing content for improved quality. Alai's solutions are primarily aimed at users seeking to streamline their presentation design process with AI assistance. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/01/19,0.5,Y Combinator,,0.5,,,,490,2024/02/08,United States,Consumer social apps & tools,x,,,x
Personal AI,personal.ai,"Personal AI is a company that focuses on artificial intelligence (AI) in the technology sector. The company offers a service that allows individuals or brands to create their own AI model, which uses their personal data, facts, and opinions to provide a responsive and interactive experience. This AI model, also known as a Personal Language Model, essentially acts as a digital extension of the individual or brand. The company primarily serves individuals and brands looking to create a digital representation of themselves. Personal AI was formerly known as Human.ai. It was founded in 2020 and is based in San Diego, California.",Horizontal applications,Seed VC - II,2022/11/18,11,"CONNECT, Beni Venture Capital, David Magerman, Differential Ventures, Good Friends, Keshif Ventures, Village Global, Anirudh Koul, BBG Ventures, Bradley Taylor, Kelvin Beachum Jr, Robert Granieri, Supernode Global",10.66,7.8,,,,670,2024/02/21,United States,Consumer social apps & tools,,,,
Earkick,earkick.com,"Earkick is a healthcare technology company. It offers an AI-based mental health platform with a multi-modal LLM companion that analyzes health markers, vital signs, voice, and sentiment analysis to detect early signs of mental health issues. The company was founded in 2021 and is based in San Francisco, California.",Horizontal applications,Seed,2023/07/27,1.47,"WestTech Ventures, LDV Capital, Duke Impact Investing Group",4.36,,,,,480,2024/02/21,United States,Consumer social apps & tools,,,,
Warp,warp.dev,"Warp develops web applications for developers and programmers. It creates the command line for the modern application and provides a secure place to save commands as workflows, so users can annotate them, share them, and execute them on demand. It provides its service solutions to developers and businesses which is based on web applications. The company was founded in 2020 and is based in New York, New York.",Horizontal applications,Series B,2023/06/22,73,"BoxGroup, Google Ventures, Neo, Dylan Field, Elad Gil, Jeff Weiner, Marc Benioff, Sam Altman, Sequoia Capital, Tobi Lutke",141.7,50,,,,840,2023/10/04,United States,Command line automation,,,x,
Fig,fig.io,"Fig offers a software development tool for clients. It allows clients to build visual applications to streamline terminal workflows. It was founded in 2020 and is based in San Francisco, California. In August 2023, Fig was acquired by Amazon Web Services.",Horizontal applications,Seed VC - II,2021/08/25,2.33,"Y Combinator, General Catalyst, Adam Gross, Calvin French-Owen, Jason Warner, Kevin Hartz, Olivier Pomel, SV Angel, Scott Belsky, Will Gaybrick, Amazon Web Services",,2.2,Acquired,2023/08/28,Amazon Web Services,,2023/10/04,United States,Command line automation,,,x,
Cosine,cosine.sh,"Cosine is an AI knowledge engine specializing in understanding codebases within the software development industry. The company offers a tool that provides developers with answers to coding questions, explanations of code features, and suggestions for writing new code, all through a VS Code extension. Cosine's technology is designed to index and comprehend codebases on multiple levels, utilizing semantic search and other heuristics to deliver fully contextual answers and facilitate the planning and implementation of new features. Cosine was formerly known as Buildt. It was founded in 2022 and is based in San Francisco, California.",Horizontal applications,Seed VC,2023/04/01,0.5,"Y Combinator, Soma Capital, UpHonest Capital",15,,,,,360,2023/10/04,United States,Code search,,,x,
Mintlify,mintlify.com,"Mintlify provides an automatic code documentation platform. It aims to solve documentation challenges with artificial intelligence (AI), and also create documentation analytics to help with readability. Mintlify was founded in 2021 and is based in Ithaca, New York.",Horizontal applications,Seed VC,2022/06/02,3.3,"Y Combinator, Bain Capital Ventures, Quinn Slack",,2.8,,,,650,2023/10/04,United States,Code documentation,,,x,
Denigma Alpha,denigma.app,"Denigma Alpha is a technology company specializing in artificial intelligence and software development. The company offers a machine learning-powered service that reads and explains code in understandable English, helping software professionals navigate and understand complex codebases. Its primary customers are in the software development industry. It is based in New York, United States.",Horizontal applications,,,,,,,,,,,2023/10/04,United States,Code documentation,,,x,
Replit,replit.com,"Replit is an AI-powered software development and deployment platform that enables building, sharing, and shipping software quickly. The company offers a cloud-based workspace where users can create and deploy a variety of applications in any programming language without the need for setup, downloads, or additional tools, and includes built-in AI capabilities for coding assistance. Replit's platform is designed for collaborative work, allowing developers to code together in real-time, manage cloud services, and deploy projects directly to production. Replit was formerly known as Neoreason, Inc. It was founded in 2016 and is based in San Francisco, California.",Horizontal applications,Series B - III,2023/11/06,227.61,"Abstract Ventures, Y Combinator, Andreessen Horowitz, Bloomberg Beta, Paul Graham, Reach Capital, A.Capital, Paul Buchheit, Adam D'Angelo, Addition, Ankur Nagpal, Anthony Pompliano, Austen Allred, Coatue, David Lee, Domagoj Babic, Fadi Ghandour, Fahd Ananta, Fifth Down Capital, Gagan Biyani, Henrique Dubugras, Mansour bin Ahmed bin Ali Al Thani, Packy McCormick, Peter Thiel, Scott Schleifer, Shaan Puri, Soleio, Vlad Tenev, Volt Capital, WeFunder, Ark Ventures, Coatue Corp., Hamilton Helmer, Khosla Ventures, Naval Ravikant, SV Angel, Craft Ventures",1046.08,20,,,,850,2023/10/04,United States,Code completion,,,x,
